일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
2020/02/10,59700,-700,-1.16,59200,59800,59100,13107121,779716562160,356396018235000,5969782550
2020/02/11,59900,200,0.34,59800,60700,59700,11071231,665611292200,357589974745000,5969782550
2020/02/12,60500,600,1.00,60300,60700,59700,12904207,776552625500,361171844275000,5969782550
2020/02/13,60700,200,0.33,61200,61600,60500,18449775,1127648710000,362365800785000,5969782550
2020/02/14,61800,1100,1.81,60900,61900,60200,13276067,814138135400,368932561590000,5969782550
2020/02/17,61500,-300,-0.49,61600,62000,61200,8740596,538520786200,367141626825000,5969782550
2020/02/18,59800,-1700,-2.76,60800,60900,59700,16674266,1004070367400,356992996490000,5969782550
2020/02/19,60200,400,0.67,59800,60400,59400,12951496,775714875900,359380909510000,5969782550
2020/02/20,60000,-200,-0.33,60700,61300,59600,14591924,880828906700,358186953000000,5969782550
2020/02/21,59200,-800,-1.33,58800,59800,58500,13777393,817158847200,353411126960000,5969782550
2020/02/24,56800,-2400,-4.05,57400,58100,56800,25627537,1470408487400,339083648840000,5969782550
2020/02/25,57900,1100,1.94,56200,58000,56200,23885408,1368868270940,345650409645000,5969782550
2020/02/26,56500,-1400,-2.42,56000,57000,56000,25483102,1440950384200,337292714075000,5969782550
2020/02/27,55900,-600,-1.06,56300,56900,55500,23209541,1301501421886,333710844545000,5969782550
2020/02/28,54200,-1700,-3.04,55000,55500,54200,30054227,1642134682946,323562214210000,5969782550
2020/03/02,55000,800,1.48,54300,55500,53600,30403412,1665341867719,328338040250000,5969782550
2020/03/03,55400,400,0.73,56700,56900,55100,30330295,1702259497750,330725953270000,5969782550
2020/03/04,57400,2000,3.61,54800,57600,54600,24765728,1405494544044,342665518370000,5969782550
2020/03/05,57800,400,0.70,57600,58000,56700,21698990,1245378832100,345053431390000,5969782550
2020/03/06,56500,-1300,-2.25,56500,57200,56200,18716656,1058857640100,337292714075000,5969782550
2020/03/09,54200,-2300,-4.07,54700,55000,53600,30261485,1642720550800,323562214210000,5969782550
2020/03/10,54600,400,0.74,53800,54900,53700,32106554,1744478326491,325950127230000,5969782550
2020/03/11,52100,-2500,-4.58,54300,54400,52000,45707281,2425785996150,311025670855000,5969782550
2020/03/12,50800,-1300,-2.50,51000,51900,49300,48149999,2436965909150,303264953540000,5969782550
2020/03/13,49950,-850,-1.67,47450,51600,46850,59462933,2902883152100,298190638372500,5969782550
2020/03/16,48900,-1050,-2.10,50100,50900,48800,33339821,1657128732300,291922366695000,5969782550
2020/03/17,47300,-1600,-3.27,46900,49650,46700,51218151,2453541661000,282370714615000,5969782550
2020/03/18,45600,-1700,-3.59,47750,48350,45600,40152623,1896703404150,272222084280000,5969782550
2020/03/19,42950,-2650,-5.81,46400,46650,42300,56925513,2502939391663,256402160522500,5969782550
2020/03/20,45400,2450,5.70,44150,45500,43550,49730008,2221272156100,271028127770000,5969782550
2020/03/23,42500,-2900,-6.39,42600,43550,42400,41701626,1789671838540,253715758375000,5969782550
2020/03/24,46950,4450,10.47,43850,46950,43050,49801908,2254620196840,280281290722500,5969782550
2020/03/25,48650,1700,3.62,48950,49600,47150,52735922,2552010175155,290429921057500,5969782550
2020/03/26,47800,-850,-1.75,49000,49300,47700,42185129,2044314125302,285355605890000,5969782550
2020/03/27,48300,500,1.05,49600,49700,46850,39896178,1931405584780,288340497165000,5969782550
2020/03/30,47850,-450,-0.93,47050,48350,46550,26797395,1268118958800,285654095017500,5969782550
2020/03/31,47750,-100,-0.21,48000,48500,47150,30654261,1467323482646,285057116762500,5969782550
2020/04/01,45800,-1950,-4.08,47450,47900,45800,27259532,1282482561850,273416040790000,5969782550
2020/04/02,46800,1000,2.18,46200,46850,45350,21621076,997831026144,279385823340000,5969782550
2020/04/03,47000,200,0.43,47400,47600,46550,22784682,1074179776900,280579779850000,5969782550
2020/04/06,48700,1700,3.62,47500,48800,47250,23395726,1123253804353,290728410185000,5969782550
2020/04/07,49600,900,1.85,49650,50200,49000,31524034,1561332868425,296101214480000,5969782550
2020/04/08,48600,-1000,-2.02,49600,49750,48600,25010314,1230375023250,290131431930000,5969782550
2020/04/09,49100,500,1.03,49750,49800,48700,22628058,1111936132700,293116323205000,5969782550
2020/04/10,49250,150,0.31,48950,49250,48650,17839111,872177014700,294011790587500,5969782550
2020/04/13,48300,-950,-1.93,48650,48900,48300,14431800,700511423000,288340497165000,5969782550
2020/04/14,49000,700,1.45,48800,49200,48300,14206216,694513122356,292519344950000,5969782550
2020/04/16,49000,0,0.00,49350,49350,48550,23349760,1143759563262,292519344950000,5969782550
2020/04/17,51400,2400,4.90,50800,52000,50300,32041675,1641068274800,306846823070000,5969782550
2020/04/20,50100,-1300,-2.53,51400,51400,50000,21866354,1106551694407,299086105755000,5969782550
2020/04/21,49250,-850,-1.70,49400,49700,48700,27407543,1347414680188,294011790587500,5969782550
2020/04/22,49850,600,1.22,48700,50000,48350,18613864,912223008750,297593660117500,5969782550
2020/04/23,49850,0,0.00,50200,50300,49500,18754442,936174022950,297593660117500,5969782550
2020/04/24,49350,-500,-1.00,49650,49750,49000,15618347,771212431650,294608768842500,5969782550
2020/04/27,49850,500,1.01,49350,50000,49100,14049471,697230549360,297593660117500,5969782550
2020/04/28,50100,250,0.50,49850,50100,49300,16095399,800260923102,299086105755000,5969782550
2020/04/29,50000,-100,-0.20,49900,50500,49600,15604533,780706354100,298489127500000,5969782550
2020/05/04,48500,-1500,-3.00,48900,49100,48500,26083749,1270816552521,289534453675000,5969782550
2020/05/06,49200,700,1.44,49000,49200,48500,18070225,882453648920,293713301460000,5969782550
2020/05/07,48800,-400,-0.81,49200,49300,48700,13884411,679668516460,291325388440000,5969782550
2020/05/08,48800,0,0.00,49100,49350,48800,15319700,752271196120,291325388440000,5969782550
2020/05/11,48400,-400,-0.82,48900,49250,48300,16357743,797523862042,288937475420000,5969782550
2020/05/12,47900,-500,-1.03,48400,48500,47550,23433590,1122420047086,285952584145000,5969782550
2020/05/13,48550,650,1.36,47250,48550,47200,20223277,966405911050,289832942802500,5969782550
2020/05/14,48000,-550,-1.13,47750,48100,47650,19305974,924043501923,286549562400000,5969782550
2020/05/15,47850,-150,-0.31,48400,48450,47700,18463118,887550446744,285654095017500,5969782550
2020/05/18,48800,950,1.99,47950,49100,47600,20481981,995409039450,291325388440000,5969782550
2020/05/19,50300,1500,3.07,50100,50500,49700,25168295,1261317730005,300280062265000,5969782550
2020/05/20,50000,-300,-0.60,50000,50200,49800,14896899,744469755655,298489127500000,5969782550
2020/05/21,49950,-50,-0.10,50300,50400,49850,14949266,748343432800,298190638372500,5969782550
2020/05/22,48750,-1200,-2.40,49600,49800,48600,19706284,965729655667,291026899312500,5969782550
2020/05/25,48850,100,0.21,48750,48900,48450,14337913,698563353200,291623877567500,5969782550
2020/05/26,49250,400,0.82,48700,49450,48600,15127490,742843644150,294011790587500,5969782550
2020/05/27,49900,650,1.32,48950,50000,48800,19548479,969951903266,297892149245000,5969782550
2020/05/28,50400,500,1.00,51100,51200,49900,31309318,1585346422778,300877040520000,5969782550
2020/05/29,50700,300,0.60,50000,50700,49700,27596961,1390445842147,302667975285000,5969782550
2020/06/01,51200,500,0.99,50800,51200,50600,16949183,864647248100,305652866560000,5969782550
2020/06/02,51400,200,0.39,51000,51500,50800,14247933,730124279860,306846823070000,5969782550
2020/06/03,54500,3100,6.03,51800,55000,51700,49257814,2655435431458,325353148975000,5969782550
2020/06/04,54600,100,0.18,55800,57000,54600,40220334,2236419728472,325950127230000,5969782550
2020/06/05,55500,900,1.65,54400,55900,54000,22743629,1254429842650,331322931525000,5969782550
2020/06/08,54900,-600,-1.08,56400,56500,54700,25634965,1418831067805,327741061995000,5969782550
2020/06/09,55500,600,1.09,55800,56500,54400,23998831,1326558066100,331322931525000,5969782550
2020/06/10,55400,-100,-0.18,55100,55900,54900,16742493,927393114690,330725953270000,5969782550
2020/06/11,54300,-1100,-1.99,54500,55100,53200,33815123,1832273837760,324159192465000,5969782550
2020/06/12,52300,-2000,-3.68,52100,52800,51500,26976019,1410310719795,312219627365000,5969782550
2020/06/15,49900,-2400,-4.59,51400,52000,49900,28772921,1468000064800,297892149245000,5969782550
2020/06/16,52100,2200,4.41,51200,52100,50600,21808375,1124878770600,311025670855000,5969782550
2020/06/17,52200,100,0.19,52100,52900,51300,26672595,1390772012000,311622649110000,5969782550
2020/06/18,52300,100,0.19,52200,52300,51600,15982926,830793475311,312219627365000,5969782550
2020/06/19,52900,600,1.15,52600,52900,51600,18157985,950404357573,315801496895000,5969782550
2020/06/22,52000,-900,-1.70,52000,52600,51800,13801350,720717590485,310428692600000,5969782550
2020/06/23,51400,-600,-1.15,52500,52800,51100,18086152,937055386584,306846823070000,5969782550
2020/06/24,52900,1500,2.92,51900,53900,51600,24519552,1301305533100,315801496895000,5969782550
2020/06/25,51900,-1000,-1.89,52100,53000,51900,18541624,970494909540,309831714345000,5969782550
2020/06/26,53300,1400,2.70,52800,53900,52200,21575360,1146335751523,318189409915000,5969782550
2020/06/29,52400,-900,-1.69,52500,53200,52000,17776925,934880364880,312816605620000,5969782550
2020/06/30,52800,400,0.76,53900,53900,52800,21157172,1129431038800,315204518640000,5969782550
2020/07/01,52600,-200,-0.38,53400,53600,52400,16706143,884144616500,314010562130000,5969782550
2020/07/02,52900,300,0.57,52100,52900,52100,14142583,742668048500,315801496895000,5969782550
2020/07/03,53600,700,1.32,53000,53600,52700,11887868,633333112600,319980344680000,5969782550
2020/07/06,55000,1400,2.61,54000,55000,53800,19856623,1084003637100,328338040250000,5969782550
2020/07/07,53400,-1600,-2.91,55800,55900,53400,30760032,1672753640892,318786388170000,5969782550
2020/07/08,53000,-400,-0.75,53600,53900,52900,19664652,1049005171762,316398475150000,5969782550
2020/07/09,52800,-200,-0.38,53200,53600,52800,17054850,906942878150,315204518640000,5969782550
2020/07/10,52700,-100,-0.19,53100,53200,52300,13714746,722449635016,314607540385000,5969782550
2020/07/13,53400,700,1.33,53300,53800,53100,12240188,654721870500,318786388170000,5969782550
2020/07/14,53800,400,0.75,53700,53800,53200,14269484,763627089664,321174301190000,5969782550
2020/07/15,54700,900,1.67,54400,55000,54300,24051450,1317316063250,326547105485000,5969782550
2020/07/16,53800,-900,-1.65,54800,54800,53800,16779127,909095378660,321174301190000,5969782550
2020/07/17,54400,600,1.12,54200,54700,54100,10096174,549370576992,324756170720000,5969782550
2020/07/20,54200,-200,-0.37,54800,54800,54000,10507530,571387369575,323562214210000,5969782550
2020/07/21,55300,1100,2.03,55200,55400,54800,18297260,1009862822645,330128975015000,5969782550
2020/07/22,54700,-600,-1.08,55300,55500,54700,12885057,708749076605,326547105485000,5969782550
2020/07/23,54100,-600,-1.10,54700,54700,53800,16214932,876160340400,322965235955000,5969782550
2020/07/24,54200,100,0.18,54000,54400,53700,10994535,594537647200,323562214210000,5969782550
2020/07/27,55600,1400,2.58,54300,55700,54300,21054421,1165206653173,331919909780000,5969782550
2020/07/28,58600,3000,5.40,57000,58800,56400,48431566,2803148376939,349829257430000,5969782550
2020/07/29,59000,400,0.68,60300,60400,58600,36476611,2169959308582,352217170450000,5969782550
2020/07/30,59000,0,0.00,59700,60100,59000,19285354,1147803957700,352217170450000,5969782550
2020/07/31,57900,-1100,-1.86,59500,59600,57700,21943345,1282932055676,345650409645000,5969782550
2020/08/03,56800,-1100,-1.90,57800,57900,56700,21158940,1209657414100,339083648840000,5969782550
2020/08/04,57300,500,0.88,57200,58100,57000,19419694,1115746295800,342068540115000,5969782550
2020/08/05,56900,-400,-0.70,57300,57500,56300,17739706,1007826798950,339680627095000,5969782550
2020/08/06,58000,1100,1.93,57100,58400,57100,21625874,1250813614044,346247387900000,5969782550
2020/08/07,57500,-500,-0.86,57900,58400,57100,18751717,1081791206100,343262496625000,5969782550
2020/08/10,57800,300,0.52,57600,58300,57500,17774291,1029079820059,345053431390000,5969782550
2020/08/11,58200,400,0.69,58000,59500,57800,24907912,1462107447200,347441344410000,5969782550
2020/08/12,59000,800,1.37,58200,59000,57700,18573934,1083108188236,352217170450000,5969782550
2020/08/13,58700,-300,-0.51,59400,59600,58000,22089460,1300659649700,350426235685000,5969782550
2020/08/14,58000,-700,-1.19,58000,58400,57700,15672548,909052518800,346247387900000,5969782550
2020/08/18,58400,400,0.69,58900,59900,58000,25307825,1490616755852,348635300920000,5969782550
2020/08/19,57800,-600,-1.03,59000,59200,57800,16930719,988995651300,345053431390000,5969782550
2020/08/20,55400,-2400,-4.15,57600,57600,55300,30386029,1709571902444,330725953270000,5969782550
2020/08/21,55900,500,0.90,56200,56900,55800,21142288,1190753262800,333710844545000,5969782550
2020/08/24,56100,200,0.36,55800,56600,55400,15055896,843921714200,334904801055000,5969782550
2020/08/25,56400,300,0.53,56400,56800,56100,14021705,790968401812,336695735820000,5969782550
2020/08/26,56400,0,0.00,56400,56500,55700,17651593,989962031580,336695735820000,5969782550
2020/08/27,55600,-800,-1.42,56300,56300,55600,16196568,903860902050,331919909780000,5969782550
2020/08/28,55400,-200,-0.36,56100,56300,55400,14619888,815588008400,330725953270000,5969782550
2020/08/31,54000,-1400,-2.53,56000,56100,54000,32671367,1786245513500,322368257700000,5969782550
2020/09/01,54200,200,0.37,54100,54800,54100,19363117,1052420037800,323562214210000,5969782550
2020/09/02,54400,200,0.37,54600,55100,54100,16905723,922056312614,324756170720000,5969782550
2020/09/03,56400,2000,3.68,55600,56700,55500,28384920,1598059625582,336695735820000,5969782550
2020/09/04,55600,-800,-1.42,55200,55800,55100,22139109,1228386611600,331919909780000,5969782550
2020/09/07,56500,900,1.62,56100,57300,55800,18685880,1056350331000,337292714075000,5969782550
2020/09/08,58700,2200,3.89,57400,58700,57200,31517520,1832705754500,350426235685000,5969782550
2020/09/09,58400,-300,-0.51,58200,59300,57800,30597399,1791534297254,348635300920000,5969782550
2020/09/10,59200,800,1.37,59900,60000,59100,29923293,1781328402942,353411126960000,5969782550
2020/09/11,59000,-200,-0.34,59300,59400,58200,16017098,942685984646,352217170450000,5969782550
2020/09/14,60400,1400,2.37,60200,60800,59900,20648281,1245767959295,360574866020000,5969782550
2020/09/15,61000,600,0.99,60900,61000,60500,17877075,1086697538650,364156735550000,5969782550
2020/09/16,61000,0,0.00,61100,61300,60600,17041444,1038410020500,364156735550000,5969782550
2020/09/17,59500,-1500,-2.46,60700,60800,59300,25108356,1501982218002,355202061725000,5969782550
2020/09/18,59300,-200,-0.34,59800,59900,59100,18884571,1121249648513,354008105215000,5969782550
2020/09/21,59200,-100,-0.17,59100,60000,59000,15140387,901307763394,353411126960000,5969782550
2020/09/22,58200,-1000,-1.69,59100,59700,57800,20830381,1220859748740,347441344410000,5969782550
2020/09/23,58600,400,0.69,58400,58800,57400,20111398,1168864315200,349829257430000,5969782550
2020/09/24,57800,-800,-1.37,57700,58600,57600,17564020,1017854385100,345053431390000,5969782550
2020/09/25,57900,100,0.17,57700,58200,57700,11444683,662845003372,345650409645000,5969782550
2020/09/28,58200,300,0.52,58300,58800,57900,12614080,736197322600,347441344410000,5969782550
2020/09/29,58200,0,0.00,58300,59000,58200,15503563,906226742600,347441344410000,5969782550
2020/10/05,58700,500,0.86,57500,59200,57500,20228289,1183456525264,350426235685000,5969782550
2020/10/06,59000,300,0.51,59400,59900,58700,14463826,856996117132,352217170450000,5969782550
2020/10/07,59900,900,1.53,58700,59900,58500,14861838,881415107100,357589974745000,5969782550
2020/10/08,59700,-200,-0.33,60500,60700,59500,24589924,1473634246833,356396018235000,5969782550
2020/10/12,60400,700,1.17,60000,60400,59900,16145837,972249295640,360574866020000,5969782550
2020/10/13,60900,500,0.83,61000,61400,60400,19247631,1171363073700,363559757295000,5969782550
2020/10/14,60900,0,0.00,61000,61100,60500,16086716,978464277839,363559757295000,5969782550
2020/10/15,60000,-900,-1.48,60700,60800,59700,17756232,1066156791500,358186953000000,5969782550
2020/10/16,59500,-500,-0.83,60000,60400,59000,16554190,987630872630,355202061725000,5969782550
2020/10/19,60000,500,0.84,59600,60200,59500,14474985,867445905100,358186953000000,5969782550
2020/10/20,60900,900,1.50,60300,60900,60100,19326115,1172317250906,363559757295000,5969782550
2020/10/21,60900,0,0.00,61200,61500,60600,15703443,959154941000,363559757295000,5969782550
2020/10/22,60100,-800,-1.31,60300,60500,59800,14294095,858048333246,358783931255000,5969782550
2020/10/23,60200,100,0.17,60400,60400,59800,9322232,560419899005,359380909510000,5969782550
2020/10/26,60400,200,0.33,60400,61100,60100,13268226,803140204300,360574866020000,5969782550
2020/10/27,59800,-600,-0.99,60300,60300,59500,17260416,1032623352660,356992996490000,5969782550
2020/10/28,59000,-800,-1.34,59400,59400,58800,14428882,851618619425,352217170450000,5969782550
2020/10/29,58100,-900,-1.53,58200,58500,57500,22636966,1313484238200,346844366155000,5969782550
2020/10/30,56600,-1500,-2.58,58000,58000,56600,26907844,1541223383000,337889692330000,5969782550
2020/11/02,57400,800,1.41,56400,57500,56000,20489076,1165272782935,342665518370000,5969782550
2020/11/03,58800,1400,2.44,57900,58900,57600,14950919,873635908544,351023213940000,5969782550
2020/11/04,58500,-300,-0.51,58900,59000,57800,21718561,1269055231850,349232279175000,5969782550
2020/11/05,60300,1800,3.08,59000,60300,58800,20639475,1232654470000,359977887765000,5969782550
2020/11/06,60100,-200,-0.33,60700,60800,59600,16910230,1015446062300,358783931255000,5969782550
2020/11/09,60200,100,0.17,60700,60900,60100,15892961,962261517220,359380909510000,5969782550
2020/11/10,60200,0,0.00,60500,60500,59500,19073552,1144230876258,359380909510000,5969782550
2020/11/11,61300,1100,1.83,60700,61400,60400,25628510,1562195790430,365947670315000,5969782550
2020/11/12,61000,-300,-0.49,61000,61400,60700,19800573,1208396630080,364156735550000,5969782550
2020/11/13,63200,2200,3.61,61300,63200,61000,31508829,1962139786626,377290257160000,5969782550
2020/11/16,66300,3100,4.91,64000,66700,63900,36354334,2384455883700,395796583065000,5969782550
2020/11/17,65700,-600,-0.90,67000,67000,65600,30204089,1999330006280,392214713535000,5969782550
2020/11/18,64800,-900,-1.37,65700,66200,64700,22963790,1495190594762,386841909240000,5969782550
2020/11/19,64600,-200,-0.31,64100,64800,63900,16590290,1066784816800,385647952730000,5969782550
2020/11/20,64700,100,0.15,63900,65200,63900,15068682,973133163547,386244930985000,5969782550
2020/11/23,67500,2800,4.33,64800,67800,64700,27134398,1811363067200,402960322125000,5969782550
2020/11/24,67700,200,0.30,67900,69500,67000,32158235,2194516840235,404154278635000,5969782550
2020/11/25,66600,-1100,-1.62,67900,68300,66500,32447065,2185553286350,397587517830000,5969782550
2020/11/26,68000,1400,2.10,66100,68000,66000,19023323,1279790447375,405945213400000,5969782550
2020/11/27,68200,200,0.29,68000,68400,67600,14063434,957450603551,407139169910000,5969782550
2020/11/30,66700,-1500,-2.20,68400,68600,66700,43811016,2946475687804,398184496085000,5969782550
2020/12/01,67800,1100,1.65,67100,68300,67100,22327173,1513603485956,404751256890000,5969782550
2020/12/02,69500,1700,2.51,68400,69900,68300,29703942,2060700628380,414899887225000,5969782550
2020/12/03,69700,200,0.29,70100,70500,69300,23677989,1654493266700,416093843735000,5969782550
2020/12/04,71500,1800,2.58,70400,72100,70100,28130533,2010489248016,426839452325000,5969782550
2020/12/07,72900,1400,1.96,72400,73500,71900,28490496,2071956768562,435197147895000,5969782550
2020/12/08,71700,-1200,-1.65,72200,72900,71600,25000338,1804281313280,428033408835000,5969782550
2020/12/09,73900,2200,3.07,72100,73900,72000,24077996,1758752959520,441166930445000,5969782550
2020/12/10,72900,-1000,-1.35,72700,73800,72500,39882928,2916536731883,435197147895000,5969782550
2020/12/11,73400,500,0.69,73500,73800,73100,18486672,1356958867500,438182039170000,5969782550
2020/12/14,73800,400,0.54,73600,74500,73200,21510415,1590299594150,440569952190000,5969782550
2020/12/15,73800,0,0.00,73800,74100,73300,20863671,1538015446864,440569952190000,5969782550
2020/12/16,73800,0,0.00,74100,74500,73400,17512081,1291858716200,440569952190000,5969782550
2020/12/17,73300,-500,-0.68,73400,73700,72600,24293214,1777212529448,437585060915000,5969782550
2020/12/18,73000,-300,-0.41,73300,73700,73000,17613029,1289758794110,435794126150000,5969782550
2020/12/21,73000,0,0.00,73100,73400,72000,20367355,1477330803829,435794126150000,5969782550
2020/12/22,72300,-700,-0.96,72500,73200,72100,16304910,1183242835700,431615278365000,5969782550
2020/12/23,73900,1600,2.21,72400,74000,72300,19411326,1419205113900,441166930445000,5969782550
2020/12/24,77800,3900,5.28,74100,78800,74000,32502870,2486986812800,464449082390000,5969782550
2020/12/28,78700,900,1.16,79000,80100,78200,40085044,3172810866091,469821886685000,5969782550
2020/12/29,78300,-400,-0.51,78800,78900,77300,30339449,2368814098000,467433973665000,5969782550
2020/12/30,81000,2700,3.45,77400,81300,77300,29417421,2344317462700,483552386550000,5969782550
2021/01/04,83000,2000,2.47,81000,84400,80200,38655276,3185356823460,495491951650000,5969782550
2021/01/05,83900,900,1.08,81600,83900,81600,35335669,2915618322800,500864755945000,5969782550
2021/01/06,82200,-1700,-2.03,83300,84500,82100,42089013,3506903681680,490716125610000,5969782550
2021/01/07,82900,700,0.85,82800,84200,82700,32644642,2726112459660,494894973395000,5969782550
2021/01/08,88800,5900,7.12,83300,90000,83000,59013307,5083939899952,530116690440000,5969782550
2021/01/11,91000,2200,2.48,90000,96800,89500,90306177,8379237727064,543250212050000,5969782550
2021/01/12,90600,-400,-0.44,90300,91400,87800,48682416,4362546108950,540862299030000,5969782550
2021/01/13,89700,-900,-0.99,89800,91200,89100,36068848,3244066562850,535489494735000,5969782550
2021/01/14,89700,0,0.00,88700,90000,88700,26393970,2356661622700,535489494735000,5969782550
2021/01/15,88000,-1700,-1.90,89800,91800,88000,33431809,2975231937664,525340864400000,5969782550
2021/01/18,85000,-3000,-3.41,86600,87300,84100,43227951,3715775992600,507431516750000,5969782550
2021/01/19,87000,2000,2.35,84500,88000,83600,39895044,3441342754500,519371081850000,5969782550
2021/01/20,87200,200,0.23,89000,89000,86500,25211127,2205739149700,520565038360000,5969782550
2021/01/21,88100,900,1.03,87500,88600,86500,25318011,2211209788500,525937842655000,5969782550
2021/01/22,86800,-1300,-1.48,89000,89700,86800,30861661,2717635251520,518177125340000,5969782550
2021/01/25,89400,2600,3.00,87000,89900,86300,27258534,2410066876846,533698559970000,5969782550
2021/01/26,86700,-2700,-3.02,88800,89200,86500,33178936,2899318433100,517580147085000,5969782550
2021/01/27,85600,-1100,-1.27,86600,87700,85600,26423070,2282487598000,511013386280000,5969782550
2021/01/28,83700,-1900,-2.22,83200,85600,83200,31859808,2676569098000,499670799435000,5969782550
2021/01/29,82000,-1700,-2.03,84500,85000,82000,39615978,3292344404628,489522169100000,5969782550
2021/02/01,83000,1000,1.22,81700,83400,81000,28046832,2311656941176,495491951650000,5969782550
2021/02/02,84400,1400,1.69,84100,86400,83700,26302077,2234863449476,503849647220000,5969782550
2021/02/03,84600,200,0.24,84800,85400,83400,22112205,1864450334050,505043603730000,5969782550
2021/02/04,82500,-2100,-2.48,83500,83800,82100,24171688,2000202343000,492507060375000,5969782550
2021/02/05,83500,1000,1.21,83100,84000,82500,18036835,1499217618600,498476842925000,5969782550
2021/02/08,83000,-500,-0.60,83800,84200,83000,15338765,1281925400900,495491951650000,5969782550
2021/02/09,82700,-300,-0.36,84000,84800,82700,20898332,1748440766360,493701016885000,5969782550
2021/02/10,81600,-1100,-1.33,82600,82600,81600,23025766,1888591264669,487134256080000,5969782550
2021/02/15,84200,2600,3.19,83800,84500,83300,23529706,1978336504100,502655690710000,5969782550
2021/02/16,84900,700,0.83,84500,86000,84200,20483100,1740792201903,506834538495000,5969782550
2021/02/17,83200,-1700,-2.00,83900,84200,83000,18307735,1526409421172,496685908160000,5969782550
2021/02/18,82100,-1100,-1.32,83200,83600,82100,21327683,1762033944231,490119147355000,5969782550
2021/02/19,82600,500,0.61,82300,82800,81000,25880879,2121275310450,493104038630000,5969782550
2021/02/22,82200,-400,-0.48,83800,84200,82200,25419886,2113624966100,490716125610000,5969782550
2021/02/23,82000,-200,-0.24,81200,82900,81100,20587314,1683933027000,489522169100000,5969782550
2021/02/24,82000,0,0.00,81800,83600,81300,26807651,2208585141393,489522169100000,5969782550
2021/02/25,85300,3300,4.02,84000,85400,83000,34155986,2880259491180,509222451515000,5969782550
2021/02/26,82500,-2800,-3.28,82800,83400,82000,38520800,3175845143233,492507060375000,5969782550
2021/03/02,83600,1100,1.33,85100,85300,83000,33498180,2823604648915,499073821180000,5969782550
2021/03/03,84000,400,0.48,83500,84000,82800,19882132,1659122458768,501461734200000,5969782550
2021/03/04,82400,-1600,-1.90,82600,83200,82200,24348331,2010257798200,491910082120000,5969782550
2021/03/05,82100,-300,-0.36,81100,82600,81100,20508971,1677602868700,490119147355000,5969782550
2021/03/08,82000,-100,-0.12,82900,83000,81600,17641256,1448480913600,489522169100000,5969782550
2021/03/09,81400,-600,-0.73,81400,81900,80600,25420764,2066544317650,485940299570000,5969782550
2021/03/10,80900,-500,-0.61,82400,82500,80700,20038422,1632812662321,482955408295000,5969782550
2021/03/11,82000,1100,1.36,81000,82500,81000,23818297,1952164587512,489522169100000,5969782550
2021/03/12,82800,800,0.98,83100,83500,82400,13530573,1121128514600,494297995140000,5969782550
2021/03/15,81800,-1000,-1.21,82800,82900,81800,13735798,1128533403400,488328212590000,5969782550
2021/03/16,82800,1000,1.22,82200,83000,82100,12293537,1014280956368,494297995140000,5969782550
2021/03/17,82300,-500,-0.60,82800,82900,82000,11625146,957444384952,491313103865000,5969782550
2021/03/18,82900,600,0.73,82800,83800,82600,18585244,1545980791426,494894973395000,5969782550
2021/03/19,81900,-1000,-1.21,82100,82500,81800,15869700,1301953467700,488925190845000,5969782550
2021/03/22,82000,100,0.12,82000,82300,81700,12670506,1039543136201,489522169100000,5969782550
2021/03/23,81800,-200,-0.24,82600,82900,81800,13299907,1092867144552,488328212590000,5969782550
2021/03/24,81000,-800,-0.98,81000,81600,80700,17926638,1454204203800,483552386550000,5969782550
2021/03/25,81200,200,0.25,81000,82100,80800,14758826,1200699288823,484746343060000,5969782550
2021/03/26,81500,300,0.37,81400,81600,81000,12845778,1044261903000,486537277825000,5969782550
2021/03/29,81600,100,0.12,81700,81700,81000,14952134,1216567675700,487134256080000,5969782550
2021/03/30,82200,600,0.74,81600,82300,81300,13121698,1074968693016,490716125610000,5969782550
2021/03/31,81400,-800,-0.97,82400,82700,81400,17240518,1413779202400,485940299570000,5969782550
2021/04/01,82900,1500,1.84,82500,83000,82000,18676461,1542484638200,494894973395000,5969782550
2021/04/02,84800,1900,2.29,84000,85200,83900,22997538,1947586897500,506237560240000,5969782550
2021/04/05,85400,600,0.71,85800,86000,84800,16255990,1385160353200,509819429770000,5969782550
2021/04/06,86000,600,0.70,86200,86200,85100,19042023,1633460653000,513401299300000,5969782550
2021/04/07,85600,-400,-0.47,86100,86200,85400,17885538,1532760739551,511013386280000,5969782550
2021/04/08,84700,-900,-1.05,85700,85700,84100,19244259,1629938227200,505640581985000,5969782550
2021/04/09,83600,-1100,-1.30,84700,84900,83400,18193707,1527078831700,499073821180000,5969782550
2021/04/12,83200,-400,-0.48,84100,84100,83100,12915282,1078274477112,496685908160000,5969782550
2021/04/13,84000,800,0.96,83000,84500,82800,15238206,1276903128038,501461734200000,5969782550
2021/04/14,84000,0,0.00,84000,84300,83400,13794652,1156326758700,501461734200000,5969782550
2021/04/15,84100,100,0.12,83700,84500,83400,16377412,1375438313400,502058712455000,5969782550
2021/04/16,83900,-200,-0.24,84700,84700,83600,15429522,1294516674200,500864755945000,5969782550
2021/04/19,83300,-600,-0.72,83800,84000,83300,15287311,1277281507900,497282886415000,5969782550
2021/04/20,83900,600,0.72,83300,84000,83100,15521965,1298185983040,500864755945000,5969782550
